date,sample_id,spcode,fresh_weight_saturated,fresh_weight,dry_weight,water_potential,
08/06/2024,PRGL22,PRGL2,0.4402,0.3794,0.1757,0.71,
08/06/2024,PRGL22,PRGL2,0.4402,0.3427,0.1757,1.23,
08/06/2024,PRGL22,PRGL2,0.4402,0.3247,0.1757,1.97,
08/06/2024,PRGL22,PRGL2,0.4402,0.3158,0.1757,2.2,
08/06/2024,PRGL22,PRGL2,0.4402,0.3098,0.1757,2.45,
08/06/2024,PRGL22,PRGL2,0.4402,0.3051,0.1757,2.58,
08/06/2024,PRGL22,PRGL2,0.4402,0.3001,0.1757,2.68,
08/06/2024,PRGL22,PRGL2,0.4402,0.2984,0.1757,3.02,
08/06/2024,PRGL23,PRGL2,0.7257,0.7128,0.3234,0.33,
08/06/2024,PRGL23,PRGL2,0.7257,0.7027,0.3234,0.86,
08/06/2024,PRGL23,PRGL2,0.7257,0.6868,0.3234,1.26,
08/06/2024,PRGL23,PRGL2,0.7257,0.6727,0.3234,1.5,
08/06/2024,PRGL23,PRGL2,0.7257,0.6677,0.3234,1.79,
08/06/2024,PRGL23,PRGL2,0.7257,0.6601,0.3234,2.01,
08/06/2024,PRGL23,PRGL2,0.7257,0.6517,0.3234,2.34,
08/06/2024,PRGL23,PRGL2,0.7257,0.6383,0.3234,2.56,
08/06/2024,PRGL23,PRGL2,0.7257,0.6316,0.3234,2.67,
08/06/2024,PRGL23,PRGL2,0.7257,0.6287,0.3234,2.84,
